#;Hasomed RehaGait raw measurement data file;
#;Contains sensor calibrated raw values;
#;File version;3;
#;App version;1.3.16;
#;App type;36;
#;Patient ID;-1;
#;Patient name;COKI10367;EJ;
#;Patient date of birth;1942-12-25 00-00-00;
#;Patient age at measurement date;78,500000;years;
#;Patient body height;174;cm;
#;Measurement date;2021-06-01 14-59-35;
#;Sensor serial;1824;Sensor position;0; Sample rate;100;
#;Sensor serial;1825;Sensor position;1; Sample rate;100;
#;Sensor serial;1826;Sensor position;6; Sample rate;100;
#;Accelerometer data unit;Metre per second squared;
#;Gyroscope data unit;Degree per second;
#;Magnetic field data unit;Gauss;
#;Examiner;EJ;
#;Patient-ID;COKI10367;
#;Patient trial time;1;T1;
#;Assessment type;17;StraightWalkNormalPace;
#;Tool type;0;None;
# Sample number;Sensor position;AccX;AccY;AccZ;GyroX;GyroY;GyroZ;MagX;MagY;MagZ;Sensor position;AccX;AccY;AccZ;GyroX;GyroY;GyroZ;MagX;MagY;MagZ;Sensor position;AccX;AccY;AccZ;GyroX;GyroY;GyroZ;MagX;MagY;MagZ;Init algo done;Pause;
716;0;-0.3905;1.9467;9.0955;-2.1033;2.9476;-5.8145;-0.6390;-0.3391;-1.0353;1;3.6307;4.2891;13.1314;-118.7749;214.9907;-63.7539;0.2221;-0.3722;-0.7865;6;9.0091;0.4271;1.1438;-12.7154;2.5218;21.6635;-1.0074;-0.2726;-0.0816;1;0;
717;0;-0.4455;2.7595;9.4345;-3.8617;2.8059;-5.3957;-0.6212;-0.3594;-1.0516;1;4.3724;4.2296;12.9697;-107.4485;210.1335;-63.4228;0.2822;-0.3602;-0.7985;6;8.7161;1.1664;0.6813;-14.3500;1.4516;22.0111;-1.0063;-0.1962;-0.0970;1;0;
718;0;-0.9899;2.4122;9.2542;-4.0917;2.3172;-5.9262;-0.5833;-0.3792;-1.0333;1;4.1008;3.8883;13.7242;-104.2928;203.9007;-59.1647;0.3002;-0.3362;-0.8165;6;8.7752;0.9389;0.7966;-17.2980;0.9053;21.9106;-0.9916;-0.2353;-0.1512;1;0;
719;0;-0.9789;2.1714;9.8411;-5.0345;3.0704;-5.7135;-0.6034;-0.3796;-1.0679;1;4.0970;3.5422;13.4883;-95.6291;195.4419;-54.3725;0.3542;-0.3002;-0.8045;6;8.8927;1.1095;1.0278;-18.7957;0.6970;21.5850;-0.9435;-0.2336;-0.1147;1;0;
720;0;-0.7916;1.8750;10.1984;-2.2952;4.5964;-6.0838;-0.5689;-0.3434;-1.0647;1;4.4235;3.3075;12.5566;-95.7028;186.4367;-48.8498;0.4143;-0.2882;-0.7685;6;8.7786;0.7684;0.9682;-19.3675;0.8849;19.0841;-0.9755;-0.2531;-0.0982;1;0;
721;0;-0.7999;1.7057;9.7334;0.0319;5.4768;-6.4630;-0.6230;-0.3411;-1.0678;1;4.9446;3.3654;12.8597;-107.7398;179.5803;-41.7333;0.4563;-0.2822;-0.7385;6;8.9447;0.7112;0.7423;-19.0184;0.3599;15.3516;-0.9907;-0.2151;-0.0973;1;0;
722;0;-0.5595;1.9972;9.7339;-3.9333;7.4586;-7.7234;-0.6024;-0.3790;-1.0511;1;4.8416;4.2889;13.5646;-117.4226;175.4466;-33.6327;0.4983;-0.2822;-0.7025;6;8.8378;0.4272;1.0834;-17.3979;-0.6229;11.7003;-1.0064;-0.2151;-0.0798;1;0;
723;0;-0.7393;2.9882;9.8351;-8.1041;12.0353;-9.1095;-0.6204;-0.3782;-1.0522;1;4.9107;4.4642;14.2108;-115.9176;170.3250;-24.4548;0.5043;-0.2702;-0.6604;6;9.2355;0.1424;1.0905;-15.3415;-1.4078;9.1129;-1.0383;-0.1973;-0.1154;1;0;
724;0;-0.4465;2.7018;9.3769;-10.7863;12.9595;-10.0707;-0.6251;-0.3423;-1.1013;1;5.6673;4.6958;14.8705;-107.2106;161.4456;-15.1121;0.5464;-0.2702;-0.6184;6;9.4662;0.5404;1.3239;-12.9064;-2.3033;5.7451;-0.9753;-0.2527;-0.0804;1;0;
725;0;-1.4047;1.5336;9.5498;-12.0129;13.8353;-10.5898;-0.5882;-0.3627;-1.0998;1;6.4625;4.2326;14.4738;-99.4359;148.2184;-6.8440;0.5464;-0.2762;-0.5764;6;9.4170;0.3133;1.7233;-11.4153;-2.7029;3.8843;-1.0242;-0.2931;-0.1359;1;0;
726;0;-1.1604;2.0557;9.7810;-15.5403;14.7251;-12.5560;-0.6392;-0.3586;-1.0526;1;6.4438;3.5378;13.4163;-94.7968;130.8236;-1.0521;0.5524;-0.2882;-0.5343;6;9.2334;0.1423;0.9760;-11.5438;-3.3103;3.7912;-0.9755;-0.2531;-0.0982;1;0;
727;0;-1.2176;1.4123;9.9048;-13.5503;16.2160;-13.6251;-0.5867;-0.3232;-1.0483;1;6.2876;4.0595;14.2940;-92.1826;112.2124;2.6080;0.5464;-0.3062;-0.5163;6;9.0059;0.4838;0.9721;-10.4801;-3.3007;3.1141;-1.0071;-0.2349;-0.1160;1;0;
728;0;-1.0331;1.6426;10.1387;-13.4014;16.1584;-14.0587;-0.6050;-0.3419;-1.0667;1;7.0410;4.1754;14.7775;-85.0008;96.2050;2.1080;0.5404;-0.3182;-0.4983;6;9.0725;0.1429;1.4880;-8.7610;-2.7911;1.5304;-1.0069;-0.2531;-0.0633;1;0;
729;0;-2.1771;1.9359;10.1149;-12.5838;17.0525;-14.0804;-0.5862;-0.3615;-1.0663;1;7.0404;4.5780;14.7793;-70.4253;87.3366;-3.3638;0.5343;-0.3182;-0.4803;6;8.8367;0.4841;1.0262;-6.8261;-1.6281;-3.1889;-0.9760;-0.2726;-0.1165;1;0;
730;0;-0.9831;2.1160;9.6083;-9.8922;18.6334;-13.2188;-0.5681;-0.3623;-1.0653;1;7.4219;4.4001;13.7318;-59.1562;85.0545;-11.6823;0.5464;-0.3482;-0.4743;6;9.4112;-0.0851;1.3796;-5.9311;-0.6253;-9.4763;-0.9592;-0.2520;-0.0623;1;0;
731;0;-0.9816;1.7651;9.6711;-11.1124;18.7991;-12.0312;-0.5687;-0.3240;-1.0473;1;8.5405;4.2767;12.2888;-60.4325;85.5820;-19.8821;0.5343;-0.3722;-0.4563;6;9.3591;0.3702;1.6651;-5.5653;0.0594;-14.7980;-1.0378;-0.1777;-0.0970;1;0;
732;0;-0.5615;1.8820;9.6186;-12.8570;19.3898;-11.4429;-0.5344;-0.3073;-1.0614;1;8.4867;4.1625;12.4629;-68.8602;86.4804;-26.8743;0.5343;-0.3602;-0.4383;6;8.7328;0.3140;1.5391;-3.5459;0.2976;-18.6978;-0.9910;-0.2527;-0.0629;1;0;
733;0;-1.3381;1.5292;9.9012;-15.7248;19.5126;-11.1889;-0.5867;-0.3232;-1.0483;1;8.8719;5.0787;11.7132;-75.5330;88.1880;-31.9458;0.5163;-0.3843;-0.4263;6;9.5295;0.2562;1.6681;-1.2867;1.0577;-22.9079;-0.9273;-0.2141;-0.1137;1;0;
734;0;-0.6235;2.4664;9.5518;-17.6910;19.8573;-10.7262;-0.5323;-0.3061;-1.0279;1;8.9284;4.9058;11.6549;-77.0445;91.9594;-33.6185;0.5223;-0.4203;-0.4203;6;9.9783;0.3123;1.3903;1.6234;1.4374;-26.0651;-0.9585;-0.2137;-0.0611;1;0;
735;0;-0.4825;3.6181;10.7657;-18.5494;20.6939;-8.5138;-0.5697;-0.3246;-1.0641;1;9.1998;5.3046;10.9007;-75.9319;95.2941;-32.0165;0.5103;-0.4083;-0.4143;6;9.9380;0.4268;2.3051;4.0480;2.4555;-24.9002;-0.9587;-0.2140;-0.0788;1;0;
736;0;-0.7280;2.4556;10.4257;-14.7084;25.8693;-9.7106;-0.5746;-0.3081;-1.1306;1;9.8709;4.6091;9.9735;-78.8339;91.6363;-26.6314;0.4983;-0.4143;-0.4083;6;10.1564;0.7105;1.8516;6.2898;3.5187;-22.6233;-0.9755;-0.2531;-0.0982;1;0;
737;0;-1.0245;2.2780;10.6562;-22.0761;29.0665;-10.4099;-0.5179;-0.2703;-1.0592;1;11.1747;5.0639;9.2979;-85.2540;78.9380;-18.7750;0.5043;-0.4383;-0.3843;6;10.4912;1.1080;1.5720;5.8880;5.4878;-17.7093;-0.9440;-0.2716;-0.0981;1;0;
738;0;-0.8379;1.7488;10.9580;-20.3068;36.0231;-11.6652;-0.5504;-0.3053;-1.0289;1;12.2542;5.9229;8.9127;-89.0181;59.4825;-9.0194;0.4923;-0.4503;-0.3843;6;10.4412;0.7102;1.9141;6.5212;8.1521;-12.4522;-0.9604;-0.2914;-0.1168;1;0;
739;0;-1.0729;2.1532;11.2990;-23.1652;42.7151;-12.0069;-0.4944;-0.3259;-1.0096;1;11.4266;7.9896;7.7350;-102.8630;35.0339;6.8793;0.4623;-0.4743;-0.3843;6;10.1494;0.4259;1.4508;7.1981;10.3967;-9.7810;-0.9599;-0.2719;-0.0985;1;0;
740;0;-1.3677;1.5664;11.5930;-21.6145;50.9795;-12.6160;-0.4991;-0.2900;-1.0588;1;11.6020;9.1408;8.0363;-107.8205;25.1857;20.3964;0.4563;-0.4923;-0.3963;6;10.3172;0.7099;1.3397;6.6768;11.9806;-7.7246;-0.9756;-0.2904;-0.0461;1;0;
741;0;-1.7217;0.9788;11.9444;-20.3817;60.2151;-12.6771;-0.5342;-0.2878;-1.0441;1;11.1905;10.1171;7.5644;-93.5092;34.4008;31.0753;0.4443;-0.4923;-0.4023;6;10.4933;0.2550;1.6286;9.5711;12.8022;-1.3209;-0.9284;-0.2904;-0.0984;1;0;
742;0;-1.4193;1.4438;12.0606;-20.3880;70.5642;-11.8989;-0.4808;-0.2713;-1.0404;1;10.9535;10.8636;7.2118;-78.0263;52.3480;41.8494;0.4263;-0.4923;-0.3903;6;9.8647;0.3693;1.3883;14.5466;11.8855;7.4339;-0.9431;-0.2514;-0.0442;1;0;
743;0;-1.1651;2.4838;12.8692;-20.2800;81.3177;-12.6204;-0.4829;-0.2725;-1.0739;1;11.9448;11.0386;8.1686;-62.1680;58.1366;51.4955;0.4203;-0.5103;-0.4263;6;9.7051;-0.7106;1.8994;22.6090;9.0863;17.9861;-0.9753;-0.2527;-0.0804;1;0;
744;0;-0.8617;2.1901;12.9950;-24.0443;94.3470;-12.1366;-0.4653;-0.3122;-1.1076;1;14.5801;11.0105;41.7143;495.1831;-54.8200;-83.9342;0.4083;-0.4923;-0.4263;6;9.5391;-0.7671;2.1252;27.9506;6.8765;25.6436;-0.9599;-0.2719;-0.0985;1;0;
745;0;-1.1434;2.8186;14.0912;-27.7691;109.7707;-14.5538;-0.4275;-0.2548;-1.0367;1;-15.9075;-0.3792;3.1312;153.8874;-110.3552;47.6653;0.3963;-0.5163;-0.4023;6;9.9401;-1.2224;2.3038;32.8755;5.2638;27.7264;-0.9447;-0.3099;-0.0994;1;0;
746;0;-1.1886;2.6917;14.9092;-30.2638;129.8114;-15.9329;-0.4079;-0.2933;-1.0368;1;-6.1222;6.0725;9.3800;228.4356;-169.4749;54.0958;0.3963;-0.5283;-0.3903;6;11.0824;-0.3704;2.7832;29.9211;6.9854;20.1472;-0.9284;-0.2904;-0.0984;1;0;
747;0;-1.2707;2.5487;17.0109;-36.8448;153.5066;-18.0424;-0.3357;-0.2965;-1.0327;1;-1.3371;5.4961;10.9918;108.7146;-179.5352;88.1473;0.3722;-0.5163;-0.4023;6;13.2237;0.2519;2.0220;23.1892;9.5293;-6.6403;-0.9598;-0.2531;-0.1156;1;0;
748;0;-0.8280;2.3584;18.1885;-33.8921;184.5374;-15.0994;-0.3932;-0.2381;-1.0508;1;7.1495;6.5631;8.5832;64.1143;-151.0690;55.6880;0.3602;-0.5283;-0.3903;6;14.6756;0.8747;0.7905;26.3714;11.4137;-40.5552;-0.9445;-0.3096;-0.0816;1;0;
749;0;-0.5910;0.4949;17.8658;-23.3232;214.7249;-12.0858;-0.3579;-0.2208;-1.0481;1;4.3034;3.9832;9.2781;51.7881;-114.6226;17.8946;0.3662;-0.5343;-0.3662;6;14.9523;0.7034;0.3950;34.7366;12.1164;-59.9473;-0.9447;-0.3099;-0.0994;1;0;
750;0;-0.3214;0.9993;19.4986;-30.5378;243.9575;-6.8705;-0.2845;-0.2812;-1.0625;1;1.6556;1.4093;11.3822;36.4900;-89.5642;-0.7873;0.3662;-0.5404;-0.3722;6;13.4106;1.5011;-0.0904;36.2530;11.7127;-50.8676;-0.9443;-0.3092;-0.0638;1;0;
751;0;0.1018;1.9303;19.6695;-26.2322;275.4235;-5.1957;-0.2299;-0.2446;-1.0247;1;-0.0163;1.0069;10.7627;32.5553;-73.8262;-3.5005;0.3542;-0.5404;-0.3662;6;11.2394;1.5032;-0.9313;37.4797;7.6018;-33.6959;-0.9137;-0.3479;-0.1177;1;0;
752;0;-0.1004;1.5374;18.4451;-23.2835;304.4877;-2.5103;-0.1784;-0.1325;-0.9845;1;-0.1473;0.9457;9.8815;36.7741;-73.2744;1.2037;0.3482;-0.5464;-0.3722;6;8.9115;1.5060;-1.0312;31.5929;4.7179;-17.1631;-0.9135;-0.3476;-0.0999;1;0;
753;0;-0.2674;1.6449;19.1996;-15.6223;326.2199;-1.3042;-0.1405;-0.2297;-1.0190;1;0.2999;1.6903;9.3664;56.7579;-77.8910;8.0588;0.3662;-0.5464;-0.3722;6;8.0106;1.6211;-0.6472;22.8706;3.2420;-3.3009;-0.9455;-0.3301;-0.1533;1;0;
754;0;-3.3908;2.5193;19.5424;8.3527;338.0983;-4.6379;-0.0292;-0.1554;-0.9098;1;3.7574;4.9686;10.7946;57.1971;-50.9745;-20.6507;0.3422;-0.5343;-0.3782;6;7.5636;1.7926;-0.2548;14.8424;4.4508;1.5889;-0.9291;-0.3288;-0.0996;1;0;
755;0;-5.7099;2.0365;21.0253;30.5629;344.6851;-8.8640;0.0067;-0.1764;-0.9251;1;2.7146;1.3430;9.8212;63.4044;-40.3423;-18.2308;0.3542;-0.5584;-0.3662;6;8.5402;2.3606;0.4502;6.3337;8.3578;-3.4106;-0.9141;-0.3486;-0.1533;1;0;
756;0;-7.0294;0.9855;21.1905;63.1469;344.2560;-17.1247;0.0657;-0.1953;-0.8555;1;2.2913;2.1439;8.7041;49.8027;-30.0538;-17.5670;0.3362;-0.5464;-0.3602;6;8.5825;2.2462;-0.3501;-0.5367;13.8616;-15.7907;-0.9144;-0.3863;-0.1189;1;0;
757;0;-3.8522;0.9317;20.5465;96.5638;342.3130;-26.0438;0.1373;-0.1601;-0.8334;1;1.2182;1.4014;9.4414;33.1354;-22.1183;-17.1169;0.3542;-0.5464;-0.3662;6;10.2842;3.0403;-0.3183;-6.5182;16.9204;-23.2084;-0.9295;-0.3295;-0.1352;1;0;
758;0;-1.5451;1.0315;21.6948;96.3665;342.7724;-33.6892;0.1757;-0.1410;-0.7804;1;2.4980;1.6915;10.5213;23.7798;-12.3585;4.7585;0.3602;-0.5524;-0.3602;6;10.9655;3.6651;-0.2480;-9.4567;18.2319;-19.1150;-0.9147;-0.4239;-0.0846;1;0;
759;0;-0.0926;-1.9999;12.0104;139.4789;326.2840;-29.0220;0.2525;-0.1802;-0.7271;1;-0.0120;1.7423;8.0139;25.7157;-9.6063;-0.5854;0.3602;-0.5404;-0.3662;6;12.2281;4.1191;0.5765;-8.3522;18.4334;-1.2620;-0.9132;-0.3284;-0.0993;1;0;
760;0;2.1790;3.6552;-1.7379;131.0342;267.2818;-28.5980;0.3092;-0.2197;-0.7084;1;-1.1062;1.8139;10.7454;11.3009;-8.6059;-3.4260;0.3482;-0.5404;-0.3542;6;12.4043;4.4035;0.9233;-12.7704;14.7724;22.7770;-0.9139;-0.3483;-0.1355;1;0;
761;0;9.9269;-15.5439;-7.0231;58.5219;181.7528;-31.2359;0.3667;-0.2008;-0.6377;1;0.7570;2.4372;9.3786;-0.8450;-5.7812;1.0534;0.3422;-0.5464;-0.3602;6;11.9479;2.9253;0.6848;-18.2139;10.0644;30.6142;-0.9137;-0.3479;-0.1177;1;0;
762;0;19.8214;-6.7358;1.6793;17.5972;96.3486;43.3258;0.3530;-0.1782;-0.5542;1;0.8146;2.2645;9.3789;-6.8501;-4.8568;0.6837;0.3422;-0.5404;-0.3542;6;10.9890;2.3580;0.9528;-23.3061;6.5907;24.5016;-0.9613;-0.3301;-0.1358;1;0;
763;0;-1.7679;-3.1457;5.8079;22.4999;14.2297;74.0822;0.3721;-0.1784;-0.5364;1;1.2304;0.7139;10.0241;-8.1985;-4.9554;1.5219;0.3722;-0.5404;-0.3662;6;10.2409;2.2447;0.3669;-26.6371;4.1846;16.1018;-0.9294;-0.3479;-0.1003;1;0;
764;0;1.9973;2.4403;11.4077;40.6560;-76.6284;60.5355;0.4082;-0.1800;-0.5344;1;1.0659;1.5789;10.4933;0.8743;-3.8186;-2.5329;0.3422;-0.5464;-0.3602;6;9.8543;2.0750;0.9318;-27.1266;1.9347;7.4028;-0.9293;-0.3291;-0.1174;1;0;
765;0;5.3294;-2.8604;5.6956;64.1668;-102.7867;72.5592;0.3729;-0.1972;-0.5370;1;-0.9791;0.8961;11.3292;10.4287;-2.5817;0.1693;0.3482;-0.5283;-0.3422;6;9.6791;2.6438;0.7002;-27.2996;-0.1977;-3.1180;-0.9460;-0.3681;-0.1367;1;0;
766;0;3.5272;-2.2189;5.8894;85.2340;-113.6090;86.6068;0.3556;-0.2153;-0.5386;1;0.7728;0.9450;10.0749;8.7213;-1.0575;2.9666;0.3542;-0.5584;-0.3482;6;10.0870;3.3831;1.3376;-26.8513;-2.2511;-8.5253;-0.9293;-0.3291;-0.1174;1;0;
767;0;2.5947;-2.1388;4.2376;88.7637;-116.4738;106.3676;0.2868;-0.1909;-0.4751;1;0.9410;1.1739;9.9035;13.7970;0.6237;1.9434;0.3542;-0.5464;-0.3602;6;9.5694;2.9284;0.9272;-26.4703;-4.3567;-6.0031;-0.9302;-0.3493;-0.1714;1;0;
768;0;4.3289;-2.4833;3.6303;76.2178;-127.7922;114.6756;0.3216;-0.2126;-0.5072;1;0.9288;1.8615;9.3208;18.3802;2.7457;2.2727;0.3542;-0.5464;-0.3602;6;9.2263;2.5306;0.7490;-25.4545;-6.2547;-0.9785;-0.9625;-0.3880;-0.1555;1;0;
769;0;4.6891;-2.5998;3.5797;69.6041;-145.7266;118.8907;0.3232;-0.2503;-0.5084;1;0.9348;1.5752;9.6124;13.7099;3.5688;2.8176;0.3482;-0.5404;-0.3422;6;9.3922;2.6440;0.5232;-24.7168;-7.6668;1.9995;-0.8826;-0.3856;-0.1183;1;0;
770;0;5.3562;-2.4292;3.8811;66.1592;-166.7514;123.7987;0.2858;-0.1915;-0.4919;1;0.9333;1.8050;9.5548;15.4203;4.2644;2.5883;0.3362;-0.5404;-0.3662;6;8.4265;2.5314;0.4482;-22.2768;-7.5719;1.7429;-0.9147;-0.3870;-0.1545;1;0;
771;0;4.5138;-3.3612;3.8196;63.3370;-187.4351;128.6448;0.2531;-0.2460;-0.4789;1;1.0558;1.6916;9.9666;13.0751;4.3333;2.6016;0.3422;-0.5524;-0.3542;6;8.7037;2.8151;0.1102;-19.3240;-6.3285;-0.0870;-0.9144;-0.3678;-0.1539;1;0;
772;0;4.2189;-3.1317;4.1618;60.0772;-204.7010;133.5090;0.2372;-0.3213;-0.4991;1;0.8713;1.9766;9.3202;10.1806;4.0544;2.4052;0.3362;-0.5404;-0.3662;6;8.7616;2.7014;0.1684;-17.2815;-6.1607;-1.1915;-0.9313;-0.4257;-0.1560;1;0;
773;0;3.8395;-3.6433;3.1109;47.6625;-216.9050;140.9967;0.2591;-0.3392;-0.4483;1;1.2277;1.6913;9.9699;12.5377;4.6603;1.8039;0.3542;-0.5464;-0.3482;6;8.6382;2.3030;-0.4063;-16.0308;-6.6841;-0.7722;-0.8983;-0.3486;-0.1707;1;0;
774;0;3.7242;-3.4717;3.3986;21.0394;-224.2612;146.7687;0.2392;-0.3201;-0.4656;1;1.2192;2.1496;9.5619;14.0714;4.7294;0.9033;0.3482;-0.5464;-0.3422;6;8.6003;2.2470;0.6228;-14.7358;-8.0077;-1.8663;-0.9130;-0.3096;-0.1165;1;0;
775;0;3.3173;-2.4316;4.2539;-7.6904;-224.0401;148.9180;0.2565;-0.3020;-0.4639;1;0.9983;1.8067;9.9660;16.6596;4.8806;1.0101;0.3302;-0.5283;-0.3542;6;9.0589;1.8485;0.8598;-13.6242;-8.5720;-4.9769;-0.9141;-0.3486;-0.1533;1;0;
776;0;3.5158;-2.4443;5.2499;-28.4657;-218.5245;147.2993;0.2220;-0.3382;-0.4672;1;1.2810;2.0930;9.7970;18.1550;5.3845;0.3531;0.3482;-0.5464;-0.3482;6;8.8362;1.7921;1.0845;-11.7754;-9.4831;-7.2520;-0.9142;-0.3675;-0.1361;1;0;
777;0;3.5296;-0.9379;6.1068;-42.2654;-213.7721;140.5943;0.2426;-0.3761;-0.4506;1;1.1000;2.2638;9.3259;19.4214;5.4003;0.6528;0.3422;-0.5404;-0.3542;6;8.0416;1.7931;1.0699;-8.1281;-11.2916;-6.3616;-0.9303;-0.3866;-0.1193;1;0;
778;0;3.5383;-0.3025;6.6243;-53.5107;-211.4266;130.9450;0.2024;-0.2996;-0.4670;1;1.0305;2.3186;8.6806;18.3295;4.2051;-0.2863;0.3242;-0.5343;-0.3602;6;8.0990;1.2812;1.0705;-4.5238;-12.1787;-3.9260;-0.9141;-0.3486;-0.1533;1;0;
779;0;3.1803;-0.3042;6.7932;-70.0496;-213.4004;118.1624;0.2039;-0.3374;-0.4682;1;0.9372;2.0936;9.7904;20.4538;4.6040;0.3442;0.3482;-0.5343;-0.3362;6;8.1027;1.6794;1.2998;-0.1618;-12.2366;-4.1492;-0.8982;-0.3483;-0.1529;1;0;
780;0;2.3603;0.2061;8.0566;-89.7013;-214.9776;105.3967;0.2604;-0.3191;-0.4142;1;0.9309;1.9195;9.4382;17.4535;3.7111;0.7359;0.3482;-0.5283;-0.3602;6;8.5521;1.1668;1.0216;5.4957;-10.5242;-4.7349;-0.9471;-0.4072;-0.1735;1;0;
781;0;2.2572;0.7190;9.0406;-109.1106;-212.3281;91.4586;0.2410;-0.3384;-0.4494;1;0.4160;2.1507;9.4879;13.9565;3.4441;2.4481;0.3482;-0.5524;-0.3422;6;8.2681;1.3947;1.0165;9.7826;-8.5484;-4.5708;-0.8985;-0.3675;-0.1535;1;0;
782;0;1.2559;0.9968;10.2453;-132.3801;-205.8344;77.4370;0.2400;-0.3390;-0.4662;1;0.8173;2.6679;9.5565;14.5746;2.9758;1.3103;0.3482;-0.5464;-0.3482;6;8.6597;0.8821;0.6800;13.3014;-5.6164;-5.2979;-0.8822;-0.3664;-0.1177;1;0;
783;0;0.3159;1.9734;11.5591;-152.9490;-198.6728;63.6420;0.2390;-0.3396;-0.4829;1;0.8729;2.3222;9.4389;6.9493;1.9083;1.3307;0.3422;-0.5464;-0.3542;6;8.9448;1.5074;0.8002;16.0005;-3.1959;-6.4348;-0.8982;-0.3483;-0.1529;1;0;
784;0;0.4057;3.5271;13.2924;-162.7846;-192.4735;49.8760;0.2609;-0.3575;-0.4322;1;0.6446;2.4954;9.4938;2.5222;0.9898;0.5632;0.3422;-0.5464;-0.3362;6;9.4037;0.9383;1.0370;17.5229;-1.1719;-7.5090;-0.8992;-0.3873;-0.1897;1;0;
785;0;-0.0546;3.4547;14.4526;-159.5279;-185.8630;35.0933;0.2751;-0.3412;-0.4809;1;0.9438;2.0952;10.1419;0.9891;0.5719;0.5439;0.3362;-0.5524;-0.3542;6;8.8950;0.9390;1.1421;18.1185;0.5926;-7.4512;-0.9156;-0.4072;-0.2084;1;0;
786;0;-0.6524;3.5693;14.6742;-154.2545;-178.6204;20.1761;0.3833;-0.3459;-0.4747;1;0.7580;2.4949;9.4375;1.4877;0.3932;0.7264;0.3362;-0.5524;-0.3482;6;8.4967;0.0864;1.0197;18.7064;2.2852;-6.6256;-0.9141;-0.3486;-0.1533;1;0;
787;0;-1.0625;3.1540;15.2559;-154.4346;-174.0731;7.8215;0.4227;-0.4035;-0.4576;1;0.9368;1.6908;9.7300;1.4269;0.3302;0.6657;0.3422;-0.5404;-0.3422;6;8.6115;-0.0843;1.0789;18.4238;3.7499;-6.8820;-0.9146;-0.3682;-0.1716;1;0;
788;0;-1.2428;2.9208;15.2556;-163.2146;-169.8360;-2.4021;0.4724;-0.3505;-0.4863;1;0.9381;2.2089;9.8495;1.6154;0.2096;0.7882;0.3422;-0.5584;-0.3482;6;8.8932;0.7115;1.0275;18.2925;4.7111;-10.2506;-0.8665;-0.3664;-0.1351;1;0;
789;0;-2.4724;4.9395;17.2517;-170.0853;-160.4763;-12.3849;0.4722;-0.3699;-0.5036;1;0.6521;1.9218;9.8427;0.4759;0.2948;1.2246;0.3422;-0.5524;-0.3542;6;9.1064;0.9381;0.2878;18.3793;4.9098;-13.5089;-0.9293;-0.3291;-0.1174;1;0;
790;0;-2.8672;5.6797;18.7531;-165.0456;-144.3954;-22.3100;0.5055;-0.4312;-0.5872;1;0.8193;2.0930;9.6125;2.1103;0.4707;1.7057;0.3542;-0.5524;-0.3362;6;8.9457;0.7681;0.7996;17.3460;5.4329;-13.9040;-0.9153;-0.4065;-0.1729;1;0;
791;0;-4.0538;6.2525;19.7174;-144.2518;-123.3642;-31.0646;0.6142;-0.4743;-0.5989;1;0.8816;1.7489;9.8464;5.6255;0.8248;2.6355;0.3422;-0.5464;-0.3242;6;9.5051;0.5964;0.3520;14.7930;6.2630;-12.3460;-0.9149;-0.4058;-0.1373;1;0;
792;0;-4.4022;7.0022;20.4607;-110.7908;-100.2031;-37.0103;0.6140;-0.4937;-0.6163;1;1.1015;2.0340;9.3834;7.0154;0.9058;3.1493;0.3482;-0.5283;-0.3482;6;9.5553;0.8804;0.0099;11.6972;6.6000;-8.2251;-0.9154;-0.4253;-0.1557;1;0;
793;0;-5.8100;7.1952;19.1494;-74.6787;-79.3098;-42.8233;0.6972;-0.4824;-0.7112;1;0.5977;2.1527;10.0184;7.5723;0.9774;3.5758;0.3482;-0.5464;-0.3422;6;9.6709;0.8235;0.1264;9.9997;7.3459;-5.0340;-0.9159;-0.4448;-0.1741;1;0;
794;0;-6.4297;6.3921;18.0979;-44.8855;-61.0284;-46.2761;0.6833;-0.5565;-0.6978;1;0.9281;2.2641;9.3226;9.4558;0.7460;3.2281;0.3302;-0.5343;-0.3422;6;9.6054;0.3114;-0.3901;8.6717;8.1058;-4.9575;-0.9472;-0.4260;-0.1564;1;0;
795;0;-6.8204;5.5384;16.4090;-28.9111;-45.3927;-49.6743;0.7691;-0.5824;-0.7771;1;0.8734;2.7251;9.4993;8.1419;0.1443;3.1472;0.3482;-0.5464;-0.3482;6;9.2099;0.5963;-0.2827;9.0494;8.9245;-6.8674;-0.9154;-0.4438;-0.1208;1;0;
796;0;-7.4103;6.0391;13.7656;-29.9621;-31.8834;-53.2740;0.7160;-0.5794;-0.7634;1;0.9332;2.4954;9.6165;6.0527;1.0459;2.6624;0.3362;-0.5584;-0.3482;6;9.7127;0.3110;-0.7314;9.2779;8.8405;-9.5177;-0.9161;-0.4452;-0.1919;1;0;
797;0;-6.5577;7.1805;11.0812;-55.4992;-17.9052;-59.7852;0.7887;-0.6209;-0.7772;1;1.1044;2.2648;9.5602;5.2826;-0.4782;2.5531;0.3422;-0.5464;-0.3482;6;9.1545;0.3121;-0.2268;8.8082;8.0489;-11.6303;-0.9317;-0.4264;-0.1916;1;0;
798;0;-7.5768;8.0536;11.3442;-96.6711;-13.9717;-68.6860;0.8573;-0.6648;-0.8581;1;0.8890;1.9232;10.2572;3.5317;-0.4561;3.5159;0.3362;-0.5464;-0.3362;6;9.4341;0.3115;-0.4505;5.2965;7.9494;-8.9140;-0.9320;-0.4455;-0.1922;1;0;
